setting,ablation,features_used,num_features,fit_eval_time_sec,threshold_source,attack_precision,attack_recall,attack_f1,auroc,aupr,recall_at_fpr_1e_3,num_pos,num_neg
ctt_test04,only_timing,delta_t_global|delta_t_same_id,2,3.7420754432678223,validation_f1,0.7708333333333334,0.4909435551811289,0.5998455995882657,0.7454068799856067,0.42456816625514404,0.4909435551811289,14244,13206311
ctt_test04,without_can_id,dlc|data0|data1|data2|data3|data4|data5|data6|data7|delta_t_global|delta_t_same_id|payload_sum|payload_mean|payload_std|payload_delta_l1,15,9.650602579116821,validation_f1,0.7395056311247623,0.35495647290087057,0.47967363977040944,0.6094335869532983,0.26492912549793,0.35495647290087057,14244,13206311
ctt_test04,full_safe_can,can_id|dlc|data0|data1|data2|data3|data4|data5|data6|data7|delta_t_global|delta_t_same_id|payload_sum|payload_mean|payload_std|payload_delta_l1,16,10.006345510482788,validation_f1,0.7402730876523271,0.35397360292052793,0.47893611968653527,0.6094257048150244,0.25465970711336267,0.35495647290087057,14244,13206311
ctt_test04,without_payload_statistics,can_id|dlc|data0|data1|data2|data3|data4|data5|data6|data7|delta_t_global|delta_t_same_id|payload_delta_l1,13,8.242283582687378,validation_f1,0.7402730876523271,0.35397360292052793,0.47893611968653527,0.6094257048150244,0.25465970711336267,0.35495647290087057,14244,13206311
ctt_test04,without_payload_delta_l1,can_id|dlc|data0|data1|data2|data3|data4|data5|data6|data7|delta_t_global|delta_t_same_id|payload_sum|payload_mean|payload_std,15,9.549278497695923,validation_f1,0.7402730876523271,0.35397360292052793,0.47893611968653527,0.6094257048150244,0.25465970711336267,0.35495647290087057,14244,13206311
ctt_test04,without_payload_bytes,can_id|dlc|delta_t_global|delta_t_same_id|payload_sum|payload_mean|payload_std|payload_delta_l1,8,6.721080780029297,validation_f1,0.736267215450372,0.326523448469531,0.45240990224210886,0.7453854383577188,0.37524872512549645,0.4909435551811289,14244,13206311
ctt_test04,without_delta_t_same_id,can_id|dlc|data0|data1|data2|data3|data4|data5|data6|data7|delta_t_global|payload_sum|payload_mean|payload_std|payload_delta_l1,15,10.774225950241089,validation_f1,0.004802651834189836,0.248595900028082,0.009423254761857241,0.5955910499489654,0.05699995416184326,0.06683515866329683,14244,13206311
ctt_test04,only_id,can_id,1,3.6879496574401855,validation_f1,0.0013113986089588814,0.2554759898904802,0.0026094027414862767,0.7554872182446817,0.04380969235077112,0.05497051390058972,14244,13206311
ctt_test04,only_payload,data0|data1|data2|data3|data4|data5|data6|data7|payload_sum|payload_mean|payload_std|payload_delta_l1,12,9.223840713500977,validation_f1,0.0007952585232030886,0.09133670317326593,0.0015767881274277508,0.4854682374560498,0.01348047808158394,0.02604605447907891,14244,13206311
